Subject,Run,ConditionName,MEDIAN_RT_LARGER,MEDIAN_RT_SMALLER,PROP_LARGER,PROP_NLR,PROP_SMALLER
111,0,REWARD,331.0,455.0,0.4375,0.0,0.5625
111,1,PUNISH,273.0,503.0,0.4375,0.0,0.5625
111,1,REWARD,344.5,494.0,0.5,0.0,0.5
112,0,PUNISH,337.5,303.5,0.5,0.0,0.5
112,0,REWARD,252.0,350.0,0.1875,0.0,0.8125
112,1,PUNISH,222.0,357.5,0.375,0.0,0.625
112,1,REWARD,341.5,300.0,0.375,0.0,0.625
113,0,PUNISH,393.5,402.0,0.5,0.0,0.5
113,0,REWARD,425.0,362.0,0.6875,0.0,0.3125
113,1,PUNISH,470.5,461.0,0.375,0.0,0.625
113,1,REWARD,513.0,524.0,0.4375,0.0,0.5625
114,0,PUNISH,235.5,256.5,0.625,0.0,0.375
114,0,REWARD,262.0,239.0,0.75,0.0,0.25
114,1,PUNISH,266.5,256.0,0.625,0.0,0.375
114,1,REWARD,360.0,266.0,0.5625,0.0,0.4375
115,0,PUNISH,452.0,422.0,0.4375,0.0,0.5625
115,0,REWARD,412.5,564.0,0.4,0.0,0.6
115,1,PUNISH,367.0,522.5,0.5,0.0,0.5
115,1,REWARD,440.0,584.0,0.5625,0.0,0.4375
116,0,PUNISH,484.0,598.0,0.375,0.0,0.625
116,0,REWARD,580.0,678.5,0.6,0.0,0.4
116,1,PUNISH,587.0,421.0,0.5625,0.0,0.4375
116,1,REWARD,431.0,483.0,0.533333333333,0.0,0.46666666666699996
117,0,PUNISH,279.0,353.0,0.5625,0.0,0.4375
117,0,REWARD,315.0,489.0,0.6875,0.0,0.3125
117,1,PUNISH,287.0,330.0,0.6875,0.0,0.3125
117,1,REWARD,376.0,322.0,0.3125,0.0,0.6875
118,0,PUNISH,300.0,253.0,0.5625,0.0,0.4375
118,0,REWARD,296.5,326.5,0.625,0.0,0.375
118,1,PUNISH,324.5,377.5,0.625,0.0,0.375
118,1,REWARD,412.0,361.0,0.625,0.0,0.375
119,0,PUNISH,279.0,242.0,0.5,0.0,0.5
119,0,REWARD,263.0,250.0,0.5625,0.0,0.4375
119,1,PUNISH,307.0,338.0,0.5625,0.0,0.4375
119,1,REWARD,366.0,324.0,0.4375,0.0,0.5625
120,0,PUNISH,416.0,431.0,0.4375,0.0,0.5625
120,0,REWARD,551.0,541.0,0.375,0.0,0.625
120,1,PUNISH,400.5,412.5,0.5,0.0,0.5
120,1,REWARD,505.5,608.5,0.625,0.0,0.375
121,0,PUNISH,507.5,488.0,0.625,0.0,0.375
121,0,REWARD,518.0,428.0,0.5625,0.0,0.4375
121,1,PUNISH,503.0,524.0,0.5625,0.0,0.4375
121,1,REWARD,736.5,579.0,0.625,0.0,0.375
122,0,PUNISH,343.0,325.0,0.625,0.0,0.375
122,0,REWARD,261.0,355.0,0.5625,0.0,0.4375
122,1,PUNISH,269.0,280.0,0.8125,0.0,0.1875
122,1,REWARD,282.0,267.0,0.625,0.0,0.375
123,0,PUNISH,522.5,546.5,0.625,0.0,0.375
123,0,REWARD,827.0,663.5,0.625,0.0,0.375
123,1,PUNISH,747.0,520.5,0.6,0.0,0.4
123,1,REWARD,554.5,858.0,0.533333333333,0.0,0.46666666666699996
124,0,PUNISH,262.0,277.0,0.5625,0.0,0.4375
124,0,REWARD,290.0,271.0,0.5625,0.0,0.4375
124,1,PUNISH,278.0,368.0,0.4375,0.0,0.5625
124,1,REWARD,288.0,296.0,0.5625,0.0,0.4375
125,0,PUNISH,344.0,273.0,0.5625,0.0,0.4375
125,0,REWARD,381.0,318.0,0.5625,0.0,0.4375
125,1,PUNISH,303.5,350.0,0.5,0.0,0.5
125,1,REWARD,341.0,284.0,0.5,0.0,0.5
126,0,PUNISH,441.0,413.0,0.3125,0.0,0.6875
126,0,REWARD,381.0,477.0,0.375,0.0,0.625
126,1,PUNISH,272.0,270.0,0.3125,0.0,0.6875
126,1,REWARD,410.0,271.5,0.5,0.0,0.5
127,0,PUNISH,409.5,409.0,0.533333333333,0.0,0.46666666666699996
127,0,REWARD,383.0,232.0,0.4375,0.0,0.5625
127,1,PUNISH,306.5,223.0,0.5,0.0,0.5
127,1,REWARD,296.0,276.5,0.375,0.0,0.625
128,0,PUNISH,288.5,328.0,0.5,0.0,0.5
128,0,REWARD,337.0,380.5,0.5,0.0,0.5
128,1,PUNISH,368.5,455.0,0.5,0.0,0.5
128,1,REWARD,310.5,430.0,0.375,0.0,0.625
129,0,PUNISH,481.0,472.0,0.5625,0.0,0.4375
129,0,REWARD,436.5,429.5,0.625,0.0,0.375
129,1,PUNISH,694.0,540.0,0.6,0.0,0.4
129,1,REWARD,551.5,473.5,0.625,0.0,0.375
130,0,PUNISH,334.0,377.0,0.6875,0.0,0.3125
130,0,REWARD,442.0,708.0,0.9375,0.0,0.0625
130,1,PUNISH,387.0,388.0,0.8125,0.0,0.1875
130,1,REWARD,370.0,,1.0,0.0,0.0
131,0,PUNISH,359.5,434.5,0.625,0.0,0.375
131,0,REWARD,368.0,382.0,0.6,0.0,0.4
131,1,PUNISH,493.0,462.0,0.46666666666699996,0.0,0.533333333333
131,1,REWARD,507.0,296.0,0.5625,0.0,0.4375
132,0,PUNISH,360.0,424.0,0.5625,0.0,0.4375
132,0,REWARD,392.0,484.0,0.4375,0.0,0.5625
132,1,PUNISH,516.0,417.0,0.5625,0.0,0.4375
132,1,REWARD,369.5,443.0,0.625,0.0,0.375
133,0,PUNISH,211.5,237.0,0.25,0.0,0.75
133,0,REWARD,288.0,243.0,0.375,0.0,0.625
133,1,PUNISH,240.0,219.0,0.1875,0.0,0.8125
133,1,REWARD,217.0,213.0,0.3125,0.0,0.6875
134,0,PUNISH,318.0,334.0,0.5,0.0,0.5
134,0,REWARD,275.0,470.0,0.6875,0.0,0.3125
134,1,PUNISH,373.0,351.5,0.375,0.0,0.625
134,1,REWARD,262.5,316.0,0.625,0.0,0.375
135,0,PUNISH,412.0,233.0,0.3125,0.0,0.6875
135,0,REWARD,383.0,453.0,0.5625,0.0,0.4375
135,1,PUNISH,527.0,349.0,0.5625,0.0,0.4375
135,1,REWARD,500.5,452.0,0.375,0.0,0.625
136,0,PUNISH,482.0,427.0,0.5625,0.0,0.4375
136,0,REWARD,394.0,381.5,0.5,0.0,0.5
136,1,PUNISH,359.0,275.0,0.6875,0.0,0.3125
136,1,REWARD,417.0,343.0,0.4375,0.0,0.5625
137,0,PUNISH,308.0,297.0,0.4375,0.0,0.5625
137,0,REWARD,385.0,384.0,0.5,0.0,0.5
137,1,PUNISH,327.0,257.0,0.5,0.0,0.5
137,1,REWARD,373.0,451.0,0.5,0.0,0.5
138,0,PUNISH,395.5,356.5,0.5,0.0,0.5
138,0,REWARD,409.0,382.0,0.5625,0.0,0.4375
138,1,PUNISH,395.5,462.0,0.125,0.0,0.875
138,1,REWARD,366.5,357.5,0.125,0.0,0.875
139,0,PUNISH,239.5,243.5,0.5,0.0,0.5
139,0,REWARD,257.5,222.5,0.5,0.0,0.5
139,1,PUNISH,236.5,284.0,0.375,0.0,0.625
139,1,REWARD,298.0,231.5,0.375,0.0,0.625
140,0,PUNISH,524.5,409.5,0.5,0.0,0.5
140,0,REWARD,480.0,389.0,0.6875,0.0,0.3125
140,1,PUNISH,589.0,493.0,0.6875,0.0,0.3125
140,1,REWARD,564.0,589.0,0.733333333333,0.0,0.266666666667
141,0,PUNISH,310.0,257.0,0.4375,0.0,0.5625
141,0,REWARD,315.0,342.5,0.625,0.0,0.375
141,1,PUNISH,277.0,236.0,0.6875,0.0,0.3125
141,1,REWARD,277.0,262.5,0.5,0.0,0.5
142,0,PUNISH,218.0,223.0,0.4375,0.0,0.5625
142,0,REWARD,247.5,258.0,0.25,0.0,0.75
142,1,PUNISH,236.5,315.0,0.375,0.0,0.625
142,1,REWARD,311.0,267.0,0.1875,0.0,0.8125
143,0,PUNISH,256.0,290.0,0.5625,0.0,0.4375
143,0,REWARD,341.0,236.5,0.33333333333299997,0.0,0.666666666667
143,1,PUNISH,266.5,240.5,0.5,0.0,0.5
143,1,REWARD,292.0,287.0,0.4375,0.0,0.5625
144,0,PUNISH,318.0,292.0,0.3125,0.0,0.6875
144,0,REWARD,335.0,361.0,0.625,0.0,0.375
144,1,PUNISH,291.5,329.0,0.266666666667,0.0,0.733333333333
144,1,REWARD,416.5,441.5,0.5,0.0,0.5
145,0,PUNISH,209.0,,1.0,0.0,0.0
145,0,REWARD,205.5,,1.0,0.0,0.0
145,1,PUNISH,222.0,,1.0,0.0,0.0
145,1,REWARD,218.5,,1.0,0.0,0.0
146,0,PUNISH,604.5,561.0,0.5,0.0,0.5
146,0,REWARD,581.0,675.0,0.4375,0.0,0.5625
146,1,PUNISH,578.0,609.5,0.5,0.0,0.5
146,1,REWARD,659.0,598.5,0.625,0.0,0.375
147,0,PUNISH,687.0,773.0,0.4375,0.0,0.5625
147,0,REWARD,765.0,682.0,0.5,0.0,0.5
147,1,PUNISH,617.0,687.0,0.4375,0.0,0.5625
147,1,REWARD,743.0,651.0,0.4375,0.0,0.5625
148,0,PUNISH,299.0,326.0,0.625,0.0,0.375
148,0,REWARD,330.0,338.0,0.5625,0.0,0.4375
148,1,PUNISH,287.0,334.0,0.25,0.0,0.75
148,1,REWARD,353.5,413.5,0.375,0.0,0.625
149,0,PUNISH,284.0,404.0,0.5,0.0,0.5
149,0,REWARD,375.5,316.0,0.375,0.0,0.625
149,1,PUNISH,500.0,486.0,0.5625,0.0,0.4375
149,1,REWARD,551.0,506.0,0.4375,0.0,0.5625
150,0,PUNISH,338.5,320.5,0.5,0.0,0.5
150,0,REWARD,325.0,410.0,0.3125,0.0,0.6875
150,1,PUNISH,340.0,367.0,0.5625,0.0,0.4375
150,1,REWARD,362.0,334.0,0.5625,0.0,0.4375
151,0,PUNISH,236.5,361.0,0.25,0.0,0.75
151,0,REWARD,387.0,397.5,0.625,0.0,0.375
151,1,PUNISH,290.0,302.0,0.4375,0.0,0.5625
151,1,REWARD,283.0,412.0,0.46666666666699996,0.0,0.533333333333
152,0,PUNISH,266.0,312.0,0.75,0.0,0.25
152,0,REWARD,278.0,310.0,0.6875,0.0,0.3125
152,1,PUNISH,318.0,334.0,0.6,0.0,0.4
152,1,REWARD,509.0,382.0,0.625,0.0,0.375
153,0,PUNISH,471.0,445.0,0.5625,0.0,0.4375
153,0,REWARD,537.5,514.0,0.5,0.0,0.5
153,1,PUNISH,599.0,570.0,0.375,0.0,0.625
153,1,REWARD,448.0,688.0,0.4375,0.0,0.5625
154,0,PUNISH,239.0,307.0,0.4375,0.0,0.5625
154,0,REWARD,231.0,283.0,0.5,0.0,0.5
154,1,PUNISH,236.0,990.0,0.9375,0.0,0.0625
154,1,REWARD,323.5,307.0,0.75,0.0,0.25
155,0,PUNISH,278.0,264.0,0.4375,0.0,0.5625
155,0,REWARD,364.5,386.5,0.5,0.0,0.5
155,1,PUNISH,372.0,524.0,0.5,0.0,0.5
155,1,REWARD,452.0,363.5,0.6,0.0,0.4
156,0,PUNISH,275.0,273.5,0.5,0.0,0.5
156,0,REWARD,249.0,330.0,0.4375,0.0,0.5625
156,1,PUNISH,396.0,485.0,0.4375,0.0,0.5625
156,1,REWARD,465.0,289.0,0.4375,0.0,0.5625
157,0,PUNISH,252.5,276.0,0.375,0.0,0.625
157,0,REWARD,277.0,265.0,0.5625,0.0,0.4375
157,1,PUNISH,251.0,317.0,0.46666666666699996,0.0,0.533333333333
157,1,REWARD,286.0,256.0,0.75,0.0,0.25
158,0,PUNISH,420.0,390.0,0.5625,0.0,0.4375
158,0,REWARD,388.0,396.0,0.4375,0.0,0.5625
158,1,PUNISH,560.5,630.0,0.533333333333,0.0,0.46666666666699996
158,1,REWARD,694.0,605.0,0.3125,0.0,0.6875
159,0,PUNISH,524.0,422.0,0.5,0.0,0.5
159,0,REWARD,482.5,492.5,0.625,0.0,0.375
159,1,PUNISH,555.0,529.0,0.5625,0.0,0.4375
159,1,REWARD,529.5,503.0,0.625,0.0,0.375
160,0,PUNISH,358.0,391.0,0.625,0.0,0.375
160,0,REWARD,438.0,414.0,0.4,0.0,0.6
160,1,PUNISH,344.0,384.5,0.625,0.0,0.375
160,1,REWARD,364.5,394.0,0.4,0.0,0.6
161,0,PUNISH,328.0,351.0,0.6875,0.0,0.3125
161,0,REWARD,328.0,352.0,0.5625,0.0,0.4375
161,1,PUNISH,484.5,413.5,0.375,0.0,0.625
161,1,REWARD,362.0,419.0,0.5625,0.0,0.4375
162,0,PUNISH,335.5,357.0,0.5,0.0,0.5
162,0,REWARD,396.0,515.0,0.5625,0.0,0.4375
162,1,PUNISH,557.5,432.0,0.5,0.0,0.5
162,1,REWARD,390.0,516.5,0.625,0.0,0.375
163,0,PUNISH,329.0,254.5,0.5,0.0,0.5
163,0,REWARD,283.0,264.0,0.4375,0.0,0.5625
163,1,PUNISH,281.0,306.0,0.4375,0.0,0.5625
163,1,REWARD,276.0,258.0,0.5625,0.0,0.4375
164,0,PUNISH,446.0,436.0,0.5625,0.0,0.4375
164,0,REWARD,436.5,330.5,0.625,0.0,0.375
164,1,PUNISH,393.0,504.0,0.4375,0.0,0.5625
164,1,REWARD,525.5,362.5,0.625,0.0,0.375
165,0,PUNISH,437.0,556.0,0.5625,0.0,0.4375
165,0,REWARD,589.0,713.0,0.6875,0.0,0.3125
165,1,PUNISH,629.0,479.0,0.625,0.0,0.375
165,1,REWARD,572.5,573.5,0.75,0.0,0.25
166,0,PUNISH,233.0,270.0,0.4375,0.0,0.5625
166,0,REWARD,276.0,246.0,0.6,0.0,0.4
166,1,PUNISH,246.0,251.0,0.1875,0.0,0.8125
166,1,REWARD,235.0,246.0,0.5625,0.0,0.4375
167,0,PUNISH,,239.0,0.0,0.0,1.0
167,0,REWARD,277.0,,1.0,0.0,0.0
167,1,PUNISH,201.0,231.0,0.3125,0.0,0.6875
167,1,REWARD,222.0,256.0,0.4375,0.0,0.5625
168,0,PUNISH,424.0,549.5,0.6,0.0,0.4
168,0,REWARD,337.0,480.0,0.4375,0.0,0.5625
168,1,PUNISH,674.5,548.0,0.533333333333,0.0,0.46666666666699996
168,1,REWARD,555.5,692.5,0.5,0.0,0.5
169,0,PUNISH,253.0,307.0,0.625,0.0,0.375
169,0,REWARD,216.0,291.0,0.5625,0.0,0.4375
169,1,PUNISH,311.0,272.0,0.5625,0.0,0.4375
169,1,REWARD,289.0,441.5,0.875,0.0,0.125
170,0,PUNISH,351.5,,1.0,0.0,0.0
170,0,REWARD,295.0,,1.0,0.0,0.0
170,1,PUNISH,361.0,317.0,0.9375,0.0,0.0625
170,1,REWARD,342.0,,1.0,0.0,0.0
171,0,PUNISH,444.5,460.5,0.375,0.0,0.625
171,0,REWARD,459.0,493.0,0.375,0.0,0.625
171,1,PUNISH,460.0,391.0,0.5,0.0,0.5
171,1,REWARD,541.0,608.5,0.5,0.0,0.5
172,0,PUNISH,566.0,501.5,0.5,0.0,0.5
172,0,REWARD,510.5,529.5,0.5,0.0,0.5
172,1,PUNISH,372.0,313.5,0.625,0.0,0.375
172,1,REWARD,637.0,528.0,0.5,0.0,0.5
173,0,PUNISH,300.0,295.0,0.5625,0.0,0.4375
173,0,REWARD,324.0,302.0,0.266666666667,0.0,0.733333333333
173,1,PUNISH,328.0,255.0,0.266666666667,0.0,0.733333333333
173,1,REWARD,270.5,297.0,0.625,0.0,0.375
174,0,PUNISH,659.0,561.0,0.4375,0.0,0.5625
174,0,REWARD,677.5,714.0,0.75,0.0,0.25
174,1,PUNISH,545.0,597.0,0.5,0.0,0.5
174,1,REWARD,720.0,604.5,0.46666666666699996,0.0,0.533333333333
175,0,PUNISH,290.0,500.0,0.3125,0.0,0.6875
175,0,REWARD,257.5,388.5,0.375,0.0,0.625
175,1,PUNISH,531.0,448.0,0.1875,0.0,0.8125
175,1,REWARD,444.5,577.5,0.375,0.0,0.625
176,0,PUNISH,535.0,643.0,0.4375,0.0,0.5625
176,0,REWARD,569.5,565.5,0.625,0.0,0.375
176,1,PUNISH,661.0,659.0,0.5,0.0,0.5
176,1,REWARD,593.0,652.5,0.5,0.0,0.5
177,0,PUNISH,377.0,530.0,0.5,0.0,0.5
177,0,REWARD,338.0,496.0,0.5625,0.0,0.4375
177,1,PUNISH,444.0,518.0,0.4375,0.0,0.5625
177,1,REWARD,434.5,383.0,0.533333333333,0.0,0.46666666666699996
178,0,PUNISH,367.0,394.0,0.5625,0.0,0.4375
178,0,REWARD,377.0,480.0,0.3125,0.0,0.6875
178,1,PUNISH,483.5,423.5,0.5,0.0,0.5
178,1,REWARD,443.0,374.0,0.5625,0.0,0.4375
179,0,PUNISH,380.0,433.0,0.5625,0.0,0.4375
179,0,REWARD,429.0,429.0,0.5,0.0,0.5
179,1,PUNISH,488.5,450.5,0.5,0.0,0.5
179,1,REWARD,449.5,466.0,0.533333333333,0.0,0.46666666666699996
180,0,PUNISH,289.0,319.0,0.5,0.0,0.5
180,0,REWARD,274.5,347.5,0.625,0.0,0.375
180,1,PUNISH,383.0,326.5,0.6,0.0,0.4
180,1,REWARD,317.5,578.0,0.625,0.0,0.375
181,0,PUNISH,271.0,296.5,0.33333333333299997,0.0,0.666666666667
181,0,REWARD,353.0,324.5,0.46666666666699996,0.0,0.533333333333
181,1,PUNISH,326.0,263.0,0.3125,0.0,0.6875
181,1,REWARD,303.0,356.0,0.5625,0.0,0.4375
182,0,PUNISH,233.0,236.0,0.6875,0.0,0.3125
182,0,REWARD,237.0,275.0,0.5625,0.0,0.4375
182,1,PUNISH,237.0,261.0,0.0625,0.0,0.9375
182,1,REWARD,,303.0,0.0,0.0,1.0
183,0,PUNISH,407.0,523.0,0.1875,0.0,0.8125
183,0,REWARD,484.0,476.0,0.375,0.0,0.625
183,1,PUNISH,576.0,489.5,0.5,0.0,0.5
183,1,REWARD,437.0,508.5,0.5,0.0,0.5
184,0,PUNISH,530.0,478.0,0.4375,0.0,0.5625
184,0,REWARD,552.0,353.5,0.625,0.0,0.375
184,1,PUNISH,482.0,445.5,0.5,0.0,0.5
184,1,REWARD,563.0,479.5,0.5,0.0,0.5
185,0,PUNISH,239.0,335.0,0.1875,0.0,0.8125
185,0,REWARD,583.0,297.0,0.266666666667,0.0,0.733333333333
185,1,PUNISH,207.0,557.0,0.46666666666699996,0.0,0.533333333333
185,1,REWARD,,434.0,0.0,0.0,1.0
186,0,PUNISH,281.0,283.0,0.5625,0.0,0.4375
186,0,REWARD,529.0,438.0,0.4375,0.0,0.5625
186,1,PUNISH,346.0,405.0,0.33333333333299997,0.0,0.666666666667
186,1,REWARD,508.5,390.5,0.625,0.0,0.375
187,0,PUNISH,305.0,288.0,0.375,0.0,0.625
187,0,REWARD,308.0,235.0,0.9375,0.0,0.0625
187,1,PUNISH,374.0,385.5,0.75,0.0,0.25
187,1,REWARD,441.0,450.0,0.6875,0.0,0.3125
188,0,PUNISH,635.5,366.0,0.5,0.0,0.5
188,0,REWARD,634.0,545.0,0.125,0.0,0.875
188,1,PUNISH,500.0,553.0,0.4375,0.0,0.5625
188,1,REWARD,422.5,466.0,0.25,0.0,0.75
189,0,PUNISH,461.0,625.0,0.4375,0.0,0.5625
189,0,REWARD,615.5,648.5,0.5,0.0,0.5
189,1,PUNISH,528.0,665.0,0.4,0.0,0.6
189,1,REWARD,548.5,559.0,0.4,0.0,0.6
190,0,PUNISH,580.0,525.0,0.6875,0.0,0.3125
190,0,REWARD,615.0,553.0,0.3125,0.0,0.6875
190,1,PUNISH,535.0,880.0,0.9375,0.0,0.0625
190,1,REWARD,524.0,527.0,0.1875,0.0,0.8125
191,0,PUNISH,232.0,247.0,0.4375,0.0,0.5625
191,0,REWARD,227.5,288.0,0.125,0.0,0.875
191,1,PUNISH,260.0,208.0,0.5,0.0,0.5
191,1,REWARD,261.0,260.5,0.5,0.0,0.5
192,0,PUNISH,294.5,318.0,0.533333333333,0.0,0.46666666666699996
192,0,REWARD,304.0,315.0,0.4375,0.0,0.5625
192,1,PUNISH,442.0,455.0,0.5625,0.0,0.4375
192,1,REWARD,390.0,470.5,0.375,0.0,0.625
193,0,PUNISH,327.5,351.5,0.625,0.0,0.375
193,0,REWARD,289.0,352.0,0.5,0.0,0.5
193,1,PUNISH,273.5,352.0,0.375,0.0,0.625
193,1,REWARD,287.0,358.5,0.375,0.0,0.625
194,0,PUNISH,433.0,266.0,0.5625,0.0,0.4375
194,0,REWARD,214.5,312.5,0.625,0.0,0.375
194,1,PUNISH,338.0,255.0,0.2,0.0,0.8
194,1,REWARD,352.0,390.0,0.5625,0.0,0.4375
195,0,PUNISH,298.0,316.0,0.6875,0.0,0.3125
195,0,REWARD,319.0,359.0,0.5625,0.0,0.4375
195,1,PUNISH,372.0,378.0,0.5,0.0,0.5
195,1,REWARD,314.5,344.0,0.533333333333,0.0,0.46666666666699996
196,0,PUNISH,289.0,288.0,0.375,0.0,0.625
196,0,REWARD,273.0,317.0,0.5,0.0,0.5
196,1,PUNISH,355.0,304.0,0.5625,0.0,0.4375
196,1,REWARD,335.0,298.0,0.5625,0.0,0.4375
197,0,PUNISH,377.0,430.0,0.4375,0.0,0.5625
197,0,REWARD,354.0,351.0,0.625,0.0,0.375
197,1,PUNISH,397.5,362.5,0.5,0.0,0.5
197,1,REWARD,446.0,407.0,0.0625,0.0,0.9375
198,0,PUNISH,,307.5,0.0,0.0,1.0
198,0,REWARD,,353.5,0.0,0.0,1.0
198,1,PUNISH,,377.0,0.0,0.0,1.0
198,1,REWARD,,344.5,0.0,0.0,1.0
199,0,PUNISH,284.5,333.5,0.75,0.0,0.25
199,0,REWARD,295.0,302.0,0.3125,0.0,0.6875
199,1,PUNISH,330.0,315.0,0.25,0.0,0.75
199,1,REWARD,327.0,318.0,0.5625,0.0,0.4375
200,0,PUNISH,280.0,292.5,0.375,0.0,0.625
200,0,REWARD,372.5,351.5,0.75,0.0,0.25
200,1,PUNISH,219.0,283.0,0.5625,0.0,0.4375
200,1,REWARD,295.0,288.0,0.5625,0.0,0.4375
201,0,PUNISH,376.5,431.5,0.375,0.0,0.625
201,0,REWARD,404.5,342.5,0.5,0.0,0.5
201,1,PUNISH,350.0,302.0,0.625,0.0,0.375
201,1,REWARD,397.0,337.0,0.5,0.0,0.5
202,0,PUNISH,298.5,393.0,0.75,0.0,0.25
202,0,REWARD,269.0,449.0,0.9375,0.0,0.0625
202,1,PUNISH,387.0,371.0,0.5625,0.0,0.4375
202,1,REWARD,356.0,303.0,0.6875,0.0,0.3125
203,0,PUNISH,301.5,334.0,0.25,0.0,0.75
203,0,REWARD,343.0,331.0,0.1875,0.0,0.8125
203,1,PUNISH,277.5,325.0,0.75,0.0,0.25
203,1,REWARD,,298.5,0.0,0.0,1.0
204,0,PUNISH,308.0,211.0,0.5625,0.0,0.4375
204,0,REWARD,249.0,264.0,0.5625,0.0,0.4375
204,1,PUNISH,316.5,326.0,0.875,0.0,0.125
204,1,REWARD,345.0,432.5,0.5,0.0,0.5
205,0,PUNISH,350.0,345.0,0.5625,0.0,0.4375
205,0,REWARD,332.0,426.0,0.375,0.0,0.625
205,1,PUNISH,525.0,322.5,0.2,0.0,0.8
205,1,REWARD,285.0,295.0,0.375,0.0,0.625
206,0,PUNISH,395.5,302.5,0.625,0.0,0.375
206,0,REWARD,290.0,,1.0,0.0,0.0
206,1,PUNISH,497.0,432.5,0.625,0.0,0.375
206,1,REWARD,458.0,353.0,0.3125,0.0,0.6875
207,0,PUNISH,289.0,322.0,0.4375,0.0,0.5625
207,0,REWARD,441.0,337.0,0.4375,0.0,0.5625
207,1,PUNISH,322.5,393.0,0.625,0.0,0.375
207,1,REWARD,399.0,357.0,0.5625,0.0,0.4375
208,0,PUNISH,436.0,525.0,0.5625,0.0,0.4375
208,0,REWARD,294.0,378.0,0.5625,0.0,0.4375
208,1,PUNISH,419.0,497.0,0.4375,0.0,0.5625
208,1,REWARD,558.0,411.0,0.4375,0.0,0.5625
209,0,PUNISH,460.0,461.0,0.375,0.0,0.625
209,0,REWARD,421.0,429.0,0.3125,0.0,0.6875
209,1,PUNISH,613.5,752.0,0.375,0.0,0.625
209,1,REWARD,765.0,663.0,0.4375,0.0,0.5625
210,0,PUNISH,316.5,356.0,0.666666666667,0.0,0.33333333333299997
210,0,REWARD,576.0,427.0,0.3125,0.0,0.6875
210,1,PUNISH,503.0,440.0,0.4375,0.0,0.5625
210,1,REWARD,489.0,535.0,0.666666666667,0.0,0.33333333333299997
211,0,PUNISH,614.0,574.0,0.5625,0.0,0.4375
211,0,REWARD,704.0,620.0,0.3125,0.0,0.6875
211,1,PUNISH,423.0,581.0,0.3125,0.0,0.6875
211,1,REWARD,458.0,582.0,0.375,0.0,0.625
212,0,PUNISH,483.5,371.5,0.375,0.0,0.625
212,0,REWARD,570.0,554.0,0.5,0.0,0.5
212,1,PUNISH,450.5,515.0,0.666666666667,0.0,0.33333333333299997
212,1,REWARD,628.0,644.0,0.375,0.0,0.625
213,0,PUNISH,594.0,655.0,0.5625,0.0,0.4375
213,0,REWARD,620.0,741.0,0.5,0.0,0.5
213,1,PUNISH,812.5,440.5,0.625,0.0,0.375
213,1,REWARD,661.5,565.5,0.75,0.0,0.25
214,0,PUNISH,,412.5,0.0,0.0,1.0
214,0,REWARD,,342.5,0.0,0.0,1.0
214,1,PUNISH,,359.5,0.0,0.0,1.0
214,1,REWARD,,400.0,0.0,0.0,1.0
215,0,PUNISH,478.0,413.0,0.625,0.0,0.375
215,0,REWARD,567.0,574.0,0.6875,0.0,0.3125
215,1,PUNISH,563.5,867.5,0.5,0.0,0.5
215,1,REWARD,564.0,554.0,0.5625,0.0,0.4375
216,0,PUNISH,214.0,275.0,0.4375,0.0,0.5625
216,0,REWARD,243.0,243.0,0.5625,0.0,0.4375
216,1,PUNISH,260.0,241.0,0.8125,0.0,0.1875
216,1,REWARD,368.0,254.5,0.46666666666699996,0.0,0.533333333333
217,0,PUNISH,456.0,461.0,0.4375,0.0,0.5625
217,0,REWARD,349.0,515.0,0.0625,0.0,0.9375
217,1,PUNISH,479.0,583.0,0.4375,0.0,0.5625
217,1,REWARD,464.0,703.0,0.5625,0.0,0.4375
218,0,PUNISH,349.0,396.0,0.5625,0.0,0.4375
218,0,REWARD,391.0,362.5,0.5,0.0,0.5
218,1,PUNISH,363.0,385.0,0.5625,0.0,0.4375
218,1,REWARD,414.0,413.5,0.5,0.0,0.5
219,0,PUNISH,485.5,385.0,0.375,0.0,0.625
219,0,REWARD,374.0,410.5,0.5,0.0,0.5
219,1,PUNISH,381.0,421.0,0.4375,0.0,0.5625
219,1,REWARD,370.0,437.0,0.3125,0.0,0.6875
220,0,PUNISH,354.0,407.5,0.625,0.0,0.375
220,0,REWARD,388.0,413.0,0.5625,0.0,0.4375
220,1,PUNISH,372.0,446.0,0.5625,0.0,0.4375
220,1,REWARD,394.0,470.0,0.625,0.0,0.375
221,0,PUNISH,247.5,253.5,0.5,0.0,0.5
221,0,REWARD,256.0,258.0,0.4375,0.0,0.5625
221,1,PUNISH,288.0,286.0,0.4375,0.0,0.5625
221,1,REWARD,288.0,326.0,0.4375,0.0,0.5625
222,0,PUNISH,468.0,497.0,0.3125,0.0,0.6875
222,0,REWARD,607.0,551.5,0.5,0.0,0.5
222,1,PUNISH,413.0,517.0,0.733333333333,0.0,0.266666666667
222,1,REWARD,456.0,479.0,0.5,0.0,0.5
223,0,PUNISH,201.5,232.0,0.5,0.0,0.5
223,0,REWARD,243.5,251.0,0.75,0.0,0.25
223,1,PUNISH,299.0,307.0,0.6875,0.0,0.3125
223,1,REWARD,352.0,302.5,0.46666666666699996,0.0,0.533333333333
224,0,PUNISH,348.0,304.5,0.625,0.0,0.375
224,0,REWARD,275.0,387.0,0.5625,0.0,0.4375
