Subject,Run,ConditionName,MEDIAN_RT_LARGER,MEDIAN_RT_SMALLER,PROP_LARGER,PROP_NLR,PROP_SMALLER
224,1,PUNISH,289.0,336.0,0.5625,0.0,0.4375
224,1,REWARD,325.0,371.5,0.625,0.0,0.375
225,0,PUNISH,273.0,270.0,0.5625,0.0,0.4375
225,0,REWARD,339.5,309.0,0.5,0.0,0.5
225,1,PUNISH,280.5,295.0,0.5,0.0,0.5
225,1,REWARD,399.0,293.5,0.5,0.0,0.5
226,0,PUNISH,538.0,602.5,0.375,0.0,0.625
226,0,REWARD,371.0,412.0,0.3125,0.0,0.6875
226,1,PUNISH,532.5,430.0,0.533333333333,0.0,0.46666666666699996
226,1,REWARD,620.0,410.5,0.46666666666699996,0.0,0.533333333333
227,0,PUNISH,424.5,428.0,0.5,0.0,0.5
227,0,REWARD,440.5,447.5,0.75,0.0,0.25
227,1,PUNISH,479.0,374.5,0.125,0.0,0.875
227,1,REWARD,499.0,433.0,0.46666666666699996,0.0,0.533333333333
228,0,PUNISH,622.5,688.5,0.5,0.0,0.5
228,0,REWARD,535.5,579.5,0.5,0.0,0.5
228,1,PUNISH,554.0,676.5,0.28571428571400004,0.0,0.714285714286
228,1,REWARD,580.0,521.0,0.4375,0.0,0.5625
229,0,PUNISH,270.0,257.0,0.6875,0.0,0.3125
229,0,REWARD,316.0,271.0,0.4375,0.0,0.5625
229,1,PUNISH,446.0,332.0,0.8125,0.0,0.1875
229,1,REWARD,325.0,380.0,0.375,0.0,0.625
230,0,PUNISH,261.0,301.0,0.625,0.0,0.375
230,0,REWARD,295.5,316.0,0.625,0.0,0.375
230,1,PUNISH,316.0,265.0,0.1875,0.0,0.8125
230,1,REWARD,360.5,321.5,0.5,0.0,0.5
231,0,PUNISH,296.0,316.0,0.625,0.0,0.375
231,0,REWARD,290.0,311.0,0.4375,0.0,0.5625
231,1,PUNISH,332.0,395.0,0.375,0.0,0.625
231,1,REWARD,541.0,456.0,0.4375,0.0,0.5625
232,0,PUNISH,238.0,232.0,0.5625,0.0,0.4375
232,0,REWARD,369.0,291.0,0.266666666667,0.0,0.733333333333
232,1,PUNISH,483.0,300.0,0.625,0.0,0.375
232,1,REWARD,344.0,333.0,0.4,0.0,0.6
233,0,PUNISH,368.0,431.0,0.4375,0.0,0.5625
233,0,REWARD,604.5,534.0,0.25,0.0,0.75
233,1,PUNISH,340.0,542.0,0.3125,0.0,0.6875
233,1,REWARD,414.0,453.0,0.3125,0.0,0.6875
234,0,PUNISH,406.0,257.5,0.5,0.0,0.5
234,0,REWARD,399.0,401.0,0.4375,0.0,0.5625
234,1,PUNISH,371.5,347.5,0.5,0.0,0.5
234,1,REWARD,410.0,434.0,0.4375,0.0,0.5625
235,0,PUNISH,439.5,416.0,0.5,0.0,0.5
235,0,REWARD,425.5,449.5,0.625,0.0,0.375
235,1,PUNISH,394.0,454.0,0.5625,0.0,0.4375
235,1,REWARD,435.5,411.5,0.5,0.0,0.5
236,0,PUNISH,473.0,567.0,0.733333333333,0.0,0.266666666667
236,0,REWARD,485.0,394.0,0.692307692308,0.0,0.307692307692
236,1,PUNISH,882.0,659.0,0.642857142857,0.0,0.357142857143
236,1,REWARD,912.0,520.0,0.733333333333,0.0,0.266666666667
237,0,PUNISH,,312.5,0.0,0.0,1.0
237,0,REWARD,,292.0,0.0,0.0,1.0
237,1,PUNISH,,322.0,0.0,0.0,1.0
237,1,REWARD,,317.0,0.0,0.0,1.0
238,0,PUNISH,189.5,275.5,0.375,0.0,0.625
238,0,REWARD,223.0,235.0,0.8125,0.0,0.1875
238,1,PUNISH,268.0,301.0,0.5,0.0,0.5
238,1,REWARD,363.0,255.0,0.375,0.0,0.625
239,0,PUNISH,452.0,461.0,0.5625,0.0,0.4375
239,0,REWARD,559.0,413.0,0.4375,0.0,0.5625
239,1,PUNISH,405.0,567.0,0.5625,0.0,0.4375
239,1,REWARD,507.5,472.0,0.375,0.0,0.625
240,0,PUNISH,239.0,266.0,0.5625,0.0,0.4375
240,0,REWARD,227.0,210.0,0.8125,0.0,0.1875
240,1,PUNISH,217.0,312.0,0.4375,0.0,0.5625
240,1,REWARD,281.5,267.0,0.375,0.0,0.625
241,0,PUNISH,320.0,361.0,0.625,0.0,0.375
241,0,REWARD,387.0,329.5,0.625,0.0,0.375
241,1,PUNISH,369.0,350.0,0.4375,0.0,0.5625
241,1,REWARD,345.0,366.0,0.6,0.0,0.4
242,0,PUNISH,459.0,763.0,0.5625,0.0,0.4375
242,0,REWARD,807.0,783.0,0.5625,0.0,0.4375
242,1,PUNISH,836.0,773.0,0.533333333333,0.0,0.46666666666699996
242,1,REWARD,607.5,750.0,0.625,0.0,0.375
243,0,PUNISH,395.5,447.0,0.625,0.0,0.375
243,0,REWARD,504.0,533.0,0.5625,0.0,0.4375
243,1,PUNISH,549.0,528.0,0.6875,0.0,0.3125
243,1,REWARD,636.0,559.0,0.4375,0.0,0.5625
244,0,PUNISH,256.0,209.0,0.5,0.0,0.5
244,0,REWARD,385.0,355.0,0.875,0.0,0.125
244,1,PUNISH,404.0,265.0,0.3125,0.0,0.6875
244,1,REWARD,327.0,419.5,0.733333333333,0.0,0.266666666667
245,0,PUNISH,857.5,756.0,0.5,0.0,0.5
245,0,REWARD,712.0,736.0,0.1875,0.0,0.8125
245,1,PUNISH,784.0,585.5,0.46666666666699996,0.0,0.533333333333
245,1,REWARD,808.0,880.0,0.5625,0.0,0.4375
246,0,PUNISH,556.0,524.5,0.428571428571,0.0,0.5714285714289999
246,0,REWARD,629.0,668.0,0.4,0.0,0.6
246,1,PUNISH,489.0,462.0,0.06666666666669999,0.0,0.933333333333
246,1,REWARD,546.0,812.0,0.4,0.0,0.6
247,0,PUNISH,315.0,397.0,0.3125,0.0,0.6875
247,0,REWARD,319.0,321.0,0.5625,0.0,0.4375
247,1,PUNISH,334.5,344.5,0.25,0.0,0.75
247,1,REWARD,272.5,255.5,0.5,0.0,0.5
248,0,PUNISH,301.0,293.0,0.5625,0.0,0.4375
248,0,REWARD,281.0,273.0,0.5,0.0,0.5
248,1,PUNISH,285.5,291.5,0.25,0.0,0.75
248,1,REWARD,311.0,299.0,0.3125,0.0,0.6875
249,0,PUNISH,414.5,456.5,0.25,0.0,0.75
249,0,REWARD,430.0,461.0,0.3125,0.0,0.6875
249,1,PUNISH,526.0,661.0,0.6875,0.0,0.3125
249,1,REWARD,465.0,486.5,0.46666666666699996,0.0,0.533333333333
250,0,PUNISH,301.0,280.0,0.4375,0.0,0.5625
250,0,REWARD,388.0,321.5,0.75,0.0,0.25
250,1,PUNISH,219.5,506.0,0.625,0.0,0.375
250,1,REWARD,322.5,592.0,0.5,0.0,0.5
251,0,PUNISH,530.0,645.0,0.4375,0.0,0.5625
251,0,REWARD,556.0,476.0,0.375,0.0,0.625
251,1,PUNISH,517.5,431.0,0.375,0.0,0.625
251,1,REWARD,497.0,454.5,0.625,0.0,0.375
252,0,PUNISH,342.5,,1.0,0.0,0.0
252,0,REWARD,314.0,,1.0,0.0,0.0
252,1,PUNISH,371.0,,1.0,0.0,0.0
252,1,REWARD,328.0,,1.0,0.0,0.0
253,0,PUNISH,211.0,340.0,0.5625,0.0,0.4375
253,0,REWARD,278.0,298.5,0.375,0.0,0.625
253,1,PUNISH,228.0,165.0,0.5625,0.0,0.4375
253,1,REWARD,302.0,377.0,0.5625,0.0,0.4375
254,0,PUNISH,595.0,517.5,0.25,0.0,0.75
254,0,REWARD,476.0,552.0,0.5625,0.0,0.4375
254,1,PUNISH,606.5,548.0,0.625,0.0,0.375
254,1,REWARD,486.0,584.0,0.5,0.0,0.5
255,0,PUNISH,451.5,436.0,0.625,0.0,0.375
255,0,REWARD,664.0,449.0,0.5625,0.0,0.4375
255,1,PUNISH,426.0,548.0,0.6875,0.0,0.3125
255,1,REWARD,595.5,540.5,0.625,0.0,0.375
256,0,PUNISH,388.5,337.5,0.625,0.0,0.375
256,0,REWARD,362.0,353.0,0.5625,0.0,0.4375
256,1,PUNISH,348.0,314.0,0.5625,0.0,0.4375
256,1,REWARD,419.5,434.5,0.625,0.0,0.375
257,0,PUNISH,330.5,293.0,0.625,0.0,0.375
257,0,REWARD,318.0,315.0,0.4375,0.0,0.5625
257,1,PUNISH,265.5,301.5,0.5,0.0,0.5
257,1,REWARD,304.0,354.0,0.4375,0.0,0.5625
258,0,PUNISH,235.0,245.0,0.5625,0.0,0.4375
258,0,REWARD,322.0,306.0,0.8125,0.0,0.1875
258,1,PUNISH,250.0,263.0,0.8125,0.0,0.1875
258,1,REWARD,343.0,393.0,0.5625,0.0,0.4375
259,0,PUNISH,324.5,316.5,0.625,0.0,0.375
259,0,REWARD,298.0,282.0,0.5625,0.0,0.4375
259,1,PUNISH,276.0,343.0,0.6875,0.0,0.3125
259,1,REWARD,276.5,273.0,0.666666666667,0.0,0.33333333333299997
260,0,PUNISH,394.0,358.0,0.3125,0.0,0.6875
260,0,REWARD,399.0,402.0,0.5625,0.0,0.4375
260,1,PUNISH,578.0,506.0,0.375,0.0,0.625
260,1,REWARD,624.0,497.0,0.4375,0.0,0.5625
261,0,PUNISH,386.0,398.5,0.375,0.0,0.625
261,0,REWARD,347.0,336.5,0.75,0.0,0.25
261,1,PUNISH,378.0,397.0,0.5625,0.0,0.4375
261,1,REWARD,529.0,444.0,0.5625,0.0,0.4375
262,0,PUNISH,366.0,472.5,0.5,0.0,0.5
262,0,REWARD,437.0,502.0,0.3125,0.0,0.6875
262,1,PUNISH,396.0,382.0,0.5625,0.0,0.4375
262,1,REWARD,379.0,328.0,0.5625,0.0,0.4375
263,0,PUNISH,210.0,258.5,0.25,0.0,0.75
263,0,REWARD,258.0,343.0,0.5,0.0,0.5
263,1,PUNISH,304.5,326.5,0.375,0.0,0.625
263,1,REWARD,301.0,426.5,0.33333333333299997,0.0,0.666666666667
264,0,PUNISH,230.0,230.0,0.6875,0.0,0.3125
264,0,REWARD,237.0,244.0,0.375,0.0,0.625
264,1,PUNISH,230.0,254.0,0.5625,0.0,0.4375
264,1,REWARD,291.0,297.0,0.4375,0.0,0.5625
265,0,PUNISH,364.0,352.0,0.4375,0.0,0.5625
265,0,REWARD,350.5,356.0,0.125,0.0,0.875
265,1,PUNISH,315.5,375.0,0.25,0.0,0.75
265,1,REWARD,330.0,353.0,0.4375,0.0,0.5625
266,0,PUNISH,236.0,252.0,0.5,0.0,0.5
266,0,REWARD,222.5,234.0,0.375,0.0,0.625
266,1,PUNISH,264.5,244.5,0.625,0.0,0.375
266,1,REWARD,253.5,222.5,0.625,0.0,0.375
267,0,PUNISH,367.0,385.0,0.8125,0.0,0.1875
267,0,REWARD,314.5,426.0,0.5,0.0,0.5
267,1,PUNISH,326.5,387.0,0.625,0.0,0.375
267,1,REWARD,315.0,427.5,0.25,0.0,0.75
268,0,PUNISH,504.0,666.0,0.46666666666699996,0.0,0.533333333333
268,0,REWARD,448.0,510.0,0.5625,0.0,0.4375
268,1,PUNISH,786.0,690.0,0.5,0.0,0.5
268,1,REWARD,665.0,677.0,0.5,0.0,0.5
269,0,PUNISH,326.0,326.0,0.4375,0.0,0.5625
269,0,REWARD,355.5,403.5,0.625,0.0,0.375
269,1,PUNISH,328.5,370.5,0.5,0.0,0.5
269,1,REWARD,547.0,419.0,0.375,0.0,0.625
270,0,PUNISH,264.0,293.0,0.375,0.0,0.625
270,0,REWARD,278.0,347.0,0.375,0.0,0.625
270,1,PUNISH,298.0,287.0,0.4375,0.0,0.5625
270,1,REWARD,259.0,245.0,0.6,0.0,0.4
271,0,PUNISH,415.5,498.0,0.375,0.0,0.625
271,0,REWARD,474.0,495.0,0.625,0.0,0.375
271,1,PUNISH,557.0,719.0,0.3125,0.0,0.6875
271,1,REWARD,372.0,575.0,0.3125,0.0,0.6875
272,0,PUNISH,411.0,436.0,0.4375,0.0,0.5625
272,0,REWARD,498.0,383.0,0.5625,0.0,0.4375
272,1,PUNISH,352.5,360.0,0.375,0.0,0.625
272,1,REWARD,368.0,432.0,0.5625,0.0,0.4375
273,0,PUNISH,345.0,,1.0,0.0,0.0
273,0,REWARD,377.0,,1.0,0.0,0.0
273,1,PUNISH,641.5,380.5,0.125,0.0,0.875
273,1,REWARD,,374.5,0.0,0.0,1.0
274,0,PUNISH,210.0,228.0,0.4375,0.0,0.5625
274,0,REWARD,243.0,240.0,0.5625,0.0,0.4375
274,1,PUNISH,298.0,265.0,0.5625,0.0,0.4375
274,1,REWARD,321.0,252.0,0.5625,0.0,0.4375
275,0,PUNISH,307.0,265.0,0.4375,0.0,0.5625
275,0,REWARD,276.5,287.0,0.625,0.0,0.375
275,1,PUNISH,287.5,297.0,0.625,0.0,0.375
275,1,REWARD,378.5,281.0,0.125,0.0,0.875
276,0,PUNISH,351.0,418.0,0.6875,0.0,0.3125
276,0,REWARD,346.0,332.0,0.4375,0.0,0.5625
276,1,PUNISH,453.0,456.0,0.5,0.0,0.5
276,1,REWARD,377.0,382.0,0.6,0.0,0.4
277,0,PUNISH,342.0,265.0,0.375,0.0,0.625
277,0,REWARD,275.0,272.0,0.4375,0.0,0.5625
277,1,PUNISH,432.0,283.0,0.25,0.0,0.75
277,1,REWARD,362.0,302.5,0.5,0.0,0.5
278,0,PUNISH,274.0,327.5,0.5,0.0,0.5
278,0,REWARD,430.0,344.0,0.4375,0.0,0.5625
278,1,PUNISH,348.0,326.0,0.4375,0.0,0.5625
278,1,REWARD,502.0,305.5,0.5,0.0,0.5
279,0,PUNISH,430.0,507.0,0.6875,0.0,0.3125
279,0,REWARD,360.0,459.0,0.6875,0.0,0.3125
279,1,PUNISH,599.0,459.0,0.5625,0.0,0.4375
279,1,REWARD,491.5,617.0,0.5,0.0,0.5
280,0,PUNISH,289.5,377.0,0.5,0.0,0.5
280,0,REWARD,284.5,347.0,0.5,0.0,0.5
280,1,PUNISH,416.0,346.5,0.6,0.0,0.4
280,1,REWARD,460.0,398.5,0.5,0.0,0.5
281,0,PUNISH,354.5,271.0,0.25,0.0,0.75
281,0,REWARD,279.0,310.5,0.5,0.0,0.5
281,1,PUNISH,251.0,316.0,0.3125,0.0,0.6875
281,1,REWARD,225.0,265.0,0.06666666666669999,0.0,0.933333333333
282,0,PUNISH,459.0,558.0,0.5625,0.0,0.4375
282,0,REWARD,588.5,518.0,0.375,0.0,0.625
282,1,PUNISH,573.0,533.0,0.4375,0.0,0.5625
282,1,REWARD,692.5,523.0,0.5,0.0,0.5
283,0,PUNISH,310.0,301.0,0.4375,0.0,0.5625
283,0,REWARD,385.0,378.0,0.4375,0.0,0.5625
283,1,PUNISH,298.0,544.0,0.8125,0.0,0.1875
283,1,REWARD,300.0,305.0,0.4375,0.0,0.5625
284,0,PUNISH,331.0,305.0,0.4375,0.0,0.5625
284,0,REWARD,475.0,447.0,0.5,0.0,0.5
284,1,PUNISH,483.5,499.5,0.5,0.0,0.5
284,1,REWARD,598.5,695.0,0.375,0.0,0.625
285,0,PUNISH,378.0,331.0,0.5,0.0,0.5
285,0,REWARD,462.5,398.0,0.625,0.0,0.375
285,1,PUNISH,527.0,466.0,0.5,0.0,0.5
285,1,REWARD,368.0,407.0,0.4375,0.0,0.5625
286,0,PUNISH,353.0,313.0,0.4375,0.0,0.5625
286,0,REWARD,322.0,328.0,0.6,0.0,0.4
286,1,PUNISH,430.0,589.0,0.5625,0.0,0.4375
286,1,REWARD,462.0,554.0,0.533333333333,0.0,0.46666666666699996
287,0,PUNISH,263.0,306.0,0.933333333333,0.0,0.06666666666669999
287,0,REWARD,354.5,227.0,0.5,0.0,0.5
287,1,PUNISH,,324.5,0.0,0.0,1.0
287,1,REWARD,,294.0,0.0,0.0,1.0
288,0,PUNISH,217.0,216.0,0.4375,0.0,0.5625
288,0,REWARD,216.0,219.0,0.4375,0.0,0.5625
288,1,PUNISH,239.5,220.5,0.375,0.0,0.625
288,1,REWARD,250.0,264.0,0.533333333333,0.0,0.46666666666699996
289,0,PUNISH,446.0,492.0,0.4375,0.0,0.5625
289,0,REWARD,397.0,616.0,0.4375,0.0,0.5625
289,1,PUNISH,530.0,627.0,0.4375,0.0,0.5625
289,1,REWARD,577.5,591.0,0.25,0.0,0.75
290,0,PUNISH,,342.5,0.0,0.0,1.0
290,0,REWARD,,350.0,0.0,0.0,1.0
290,1,PUNISH,,359.0,0.0,0.0,1.0
290,1,REWARD,,431.5,0.0,0.0,1.0
291,0,PUNISH,287.5,354.0,0.375,0.0,0.625
291,0,REWARD,419.0,295.0,0.4375,0.0,0.5625
291,1,PUNISH,329.5,254.0,0.625,0.0,0.375
291,1,REWARD,313.0,406.0,0.3125,0.0,0.6875
292,0,PUNISH,616.0,564.5,0.625,0.0,0.375
292,0,REWARD,775.0,628.0,0.4375,0.0,0.5625
292,1,PUNISH,624.0,648.0,0.5625,0.0,0.4375
292,1,REWARD,638.0,627.0,0.533333333333,0.0,0.46666666666699996
293,0,PUNISH,420.0,394.0,0.5,0.0,0.5
293,0,REWARD,441.0,348.0,0.4375,0.0,0.5625
293,1,PUNISH,512.5,492.5,0.5,0.0,0.5
293,1,REWARD,554.0,485.0,0.5625,0.0,0.4375
294,0,PUNISH,557.0,467.0,0.25,0.0,0.75
294,0,REWARD,458.0,372.0,0.375,0.0,0.625
294,1,PUNISH,628.0,487.5,0.6,0.0,0.4
294,1,REWARD,501.0,604.0,0.625,0.0,0.375
295,0,PUNISH,282.5,267.0,0.625,0.0,0.375
295,0,REWARD,302.5,263.0,0.75,0.0,0.25
295,1,PUNISH,300.5,255.0,0.25,0.0,0.75
295,1,REWARD,352.0,486.0,0.625,0.0,0.375
296,0,PUNISH,847.0,544.5,0.375,0.0,0.625
296,0,REWARD,578.0,685.0,0.5625,0.0,0.4375
296,1,PUNISH,619.5,590.5,0.875,0.0,0.125
296,1,REWARD,544.0,439.0,0.5625,0.0,0.4375
297,0,PUNISH,363.0,340.0,0.625,0.0,0.375
297,0,REWARD,425.5,350.5,0.625,0.0,0.375
297,1,PUNISH,306.0,282.0,0.6875,0.0,0.3125
297,1,REWARD,320.5,312.0,0.533333333333,0.0,0.46666666666699996
298,0,PUNISH,218.0,204.0,0.4375,0.0,0.5625
298,0,REWARD,191.0,230.0,0.46666666666699996,0.0,0.533333333333
298,1,PUNISH,219.0,595.5,0.75,0.0,0.25
298,1,REWARD,318.5,249.5,0.5,0.0,0.5
299,0,PUNISH,278.0,245.0,0.5625,0.0,0.4375
299,0,REWARD,295.0,266.0,0.75,0.0,0.25
299,1,PUNISH,304.0,268.5,0.875,0.0,0.125
299,1,REWARD,309.0,353.0,0.8125,0.0,0.1875
300,0,PUNISH,263.0,232.0,0.375,0.0,0.625
300,0,REWARD,226.5,215.0,0.625,0.0,0.375
300,1,PUNISH,206.0,320.0,0.5625,0.0,0.4375
300,1,REWARD,217.0,218.0,0.666666666667,0.0,0.33333333333299997
301,0,PUNISH,436.5,453.0,0.375,0.0,0.625
301,0,REWARD,405.0,487.0,0.4375,0.0,0.5625
301,1,PUNISH,533.0,500.0,0.4375,0.0,0.5625
301,1,REWARD,457.0,551.0,0.1875,0.0,0.8125
302,0,PUNISH,329.0,422.0,0.3125,0.0,0.6875
302,0,REWARD,443.5,400.5,0.5,0.0,0.5
302,1,PUNISH,507.5,467.0,0.5,0.0,0.5
302,1,REWARD,448.0,483.0,0.4375,0.0,0.5625
303,0,PUNISH,419.5,443.0,0.5,0.0,0.5
303,0,REWARD,396.0,380.0,0.6875,0.0,0.3125
303,1,PUNISH,543.5,407.0,0.625,0.0,0.375
303,1,REWARD,665.0,508.0,0.46666666666699996,0.0,0.533333333333
304,0,PUNISH,331.5,376.0,0.5,0.0,0.5
304,0,REWARD,303.0,342.0,0.625,0.0,0.375
304,1,PUNISH,435.0,412.0,0.5,0.0,0.5
304,1,REWARD,349.0,351.0,0.5,0.0,0.5
305,0,PUNISH,502.0,606.0,0.533333333333,0.0,0.46666666666699996
305,0,REWARD,475.5,600.5,0.5,0.0,0.5
305,1,PUNISH,645.5,882.0,0.25,0.0,0.75
305,1,REWARD,661.0,699.0,0.5,0.0,0.5
306,0,PUNISH,312.0,263.0,0.533333333333,0.0,0.46666666666699996
306,0,REWARD,363.0,320.5,0.6,0.0,0.4
306,1,PUNISH,456.0,289.0,0.6,0.0,0.4
306,1,REWARD,596.0,450.0,0.5,0.0,0.5
307,0,PUNISH,285.0,327.0,0.5625,0.0,0.4375
307,0,REWARD,312.5,341.5,0.5,0.0,0.5
307,1,PUNISH,271.0,334.5,0.5,0.0,0.5
307,1,REWARD,326.0,352.0,0.5625,0.0,0.4375
308,0,PUNISH,348.0,361.0,0.375,0.0,0.625
308,0,REWARD,396.0,415.0,0.4375,0.0,0.5625
308,1,PUNISH,297.5,412.0,0.4,0.0,0.6
308,1,REWARD,337.0,401.0,0.4375,0.0,0.5625
309,0,PUNISH,279.5,278.0,0.25,0.0,0.75
309,0,REWARD,267.5,326.0,0.5,0.0,0.5
309,1,PUNISH,285.0,318.0,0.8,0.0,0.2
309,1,REWARD,472.0,318.0,0.1875,0.0,0.8125
310,0,PUNISH,381.0,359.5,0.75,0.0,0.25
310,0,REWARD,386.0,390.5,0.625,0.0,0.375
310,1,PUNISH,385.0,386.0,0.5,0.0,0.5
310,1,REWARD,362.0,420.0,0.6875,0.0,0.3125
311,0,PUNISH,758.0,573.5,0.625,0.0,0.375
311,0,REWARD,676.0,590.0,0.5625,0.0,0.4375
311,1,PUNISH,715.5,650.5,0.5,0.0,0.5
311,1,REWARD,875.5,663.0,0.625,0.0,0.375
312,0,PUNISH,422.5,438.0,0.625,0.0,0.375
312,0,REWARD,394.5,436.0,0.5,0.0,0.5
312,1,PUNISH,433.0,513.0,0.3125,0.0,0.6875
312,1,REWARD,421.0,397.0,0.4375,0.0,0.5625
313,0,PUNISH,437.0,342.0,0.375,0.0,0.625
313,0,REWARD,268.0,302.0,0.4375,0.0,0.5625
313,1,PUNISH,318.0,291.0,0.5625,0.0,0.4375
313,1,REWARD,314.0,388.0,0.5,0.0,0.5
314,0,PUNISH,307.5,288.5,0.5,0.0,0.5
314,0,REWARD,457.0,,1.0,0.0,0.0
314,1,PUNISH,460.0,282.0,0.375,0.0,0.625
314,1,REWARD,386.0,465.0,0.3125,0.0,0.6875
315,0,PUNISH,452.0,586.0,0.6875,0.0,0.3125
315,0,REWARD,527.0,571.5,0.5,0.0,0.5
315,1,PUNISH,927.0,596.0,0.1875,0.0,0.8125
315,1,REWARD,614.0,571.0,0.5625,0.0,0.4375
316,0,PUNISH,465.0,584.0,0.5625,0.0,0.4375
316,0,REWARD,496.0,535.5,0.5,0.0,0.5
316,1,PUNISH,661.0,480.0,0.4375,0.0,0.5625
316,1,REWARD,686.5,518.0,0.5,0.0,0.5
317,0,PUNISH,318.0,291.5,0.5,0.0,0.5
317,0,REWARD,375.0,492.0,0.5625,0.0,0.4375
317,1,PUNISH,272.0,310.0,0.533333333333,0.0,0.46666666666699996
317,1,REWARD,400.0,368.5,0.46666666666699996,0.0,0.533333333333
318,0,PUNISH,323.5,324.5,0.5,0.0,0.5
318,0,REWARD,371.0,323.5,0.625,0.0,0.375
318,1,PUNISH,352.0,336.0,0.733333333333,0.0,0.266666666667
318,1,REWARD,364.0,283.0,0.625,0.0,0.375
319,0,PUNISH,323.0,294.0,0.357142857143,0.0,0.642857142857
319,0,REWARD,362.0,274.0,0.4375,0.0,0.5625
319,1,PUNISH,432.5,505.5,0.25,0.0,0.75
319,1,REWARD,458.0,536.0,0.33333333333299997,0.0,0.666666666667
320,0,PUNISH,662.0,623.0,0.4375,0.0,0.5625
320,0,REWARD,573.0,530.0,0.33333333333299997,0.0,0.666666666667
320,1,PUNISH,1005.0,794.0,0.625,0.0,0.375
320,1,REWARD,685.0,695.0,0.5,0.0,0.5
321,0,PUNISH,369.0,634.0,0.6875,0.0,0.3125
321,0,REWARD,501.5,573.0,0.5,0.0,0.5
321,1,PUNISH,527.0,505.5,0.5,0.0,0.5
321,1,REWARD,542.5,394.5,0.5,0.0,0.5
322,0,PUNISH,247.5,256.0,0.375,0.0,0.625
322,0,REWARD,246.0,243.0,0.5,0.0,0.5
322,1,PUNISH,241.5,255.0,0.25,0.0,0.75
322,1,REWARD,226.5,238.0,0.5,0.0,0.5
323,0,PUNISH,203.0,225.0,0.6875,0.0,0.3125
323,0,REWARD,208.0,228.0,0.533333333333,0.0,0.46666666666699996
323,1,PUNISH,238.5,325.5,0.5,0.0,0.5
323,1,REWARD,242.0,264.0,0.5625,0.0,0.4375
324,0,PUNISH,318.0,380.0,0.5625,0.0,0.4375
324,0,REWARD,307.0,428.0,0.5625,0.0,0.4375
324,1,PUNISH,340.0,465.0,0.4375,0.0,0.5625
324,1,REWARD,334.5,324.0,0.375,0.0,0.625
325,0,PUNISH,301.0,270.0,0.4375,0.0,0.5625
325,0,REWARD,322.5,418.0,0.625,0.0,0.375
325,1,PUNISH,358.5,349.5,0.625,0.0,0.375
325,1,REWARD,340.0,362.0,0.6875,0.0,0.3125
326,0,PUNISH,386.0,364.5,0.625,0.0,0.375
326,0,REWARD,327.0,403.0,0.8125,0.0,0.1875
326,1,PUNISH,308.0,330.0,0.5625,0.0,0.4375
326,1,REWARD,561.0,321.0,0.625,0.0,0.375
327,0,PUNISH,528.0,463.0,0.4375,0.0,0.5625
327,0,REWARD,552.0,533.0,0.625,0.0,0.375
327,1,PUNISH,459.5,388.0,0.75,0.0,0.25
327,1,REWARD,491.0,506.0,0.5625,0.0,0.4375
328,0,PUNISH,200.0,301.0,0.75,0.0,0.25
328,0,REWARD,286.0,323.0,0.8125,0.0,0.1875
328,1,PUNISH,233.0,254.0,0.1875,0.0,0.8125
328,1,REWARD,278.0,423.5,0.75,0.0,0.25
329,0,PUNISH,214.0,208.0,0.4375,0.0,0.5625
329,0,REWARD,,198.0,0.0,0.0,1.0
329,1,PUNISH,241.5,255.5,0.428571428571,0.0,0.5714285714289999
329,1,REWARD,,362.0,0.0,0.0,1.0
330,0,PUNISH,321.0,305.0,0.4375,0.0,0.5625
330,0,REWARD,326.0,376.0,0.4375,0.0,0.5625
330,1,PUNISH,335.5,374.0,0.5,0.0,0.5
330,1,REWARD,287.5,395.0,0.5,0.0,0.5
331,0,PUNISH,200.0,374.0,0.5625,0.0,0.4375
331,0,REWARD,271.0,300.0,0.533333333333,0.0,0.46666666666699996
331,1,PUNISH,263.5,313.0,0.5,0.0,0.5
331,1,REWARD,262.0,321.0,0.6875,0.0,0.3125
332,0,PUNISH,436.5,333.5,0.375,0.0,0.625
332,0,REWARD,427.0,469.0,0.5625,0.0,0.4375
332,1,PUNISH,316.0,392.5,0.5,0.0,0.5
332,1,REWARD,325.0,412.0,0.375,0.0,0.625
333,0,PUNISH,249.0,262.0,0.375,0.0,0.625
333,0,REWARD,278.5,273.5,0.375,0.0,0.625
333,1,PUNISH,253.0,318.5,0.375,0.0,0.625
333,1,REWARD,392.0,282.0,0.666666666667,0.0,0.33333333333299997
334,0,PUNISH,276.0,,1.0,0.0,0.0
334,0,REWARD,267.5,,1.0,0.0,0.0
334,1,PUNISH,257.0,387.0,0.8125,0.0,0.1875
334,1,REWARD,246.5,330.5,0.5,0.0,0.5
335,0,PUNISH,329.0,484.0,0.5625,0.0,0.4375
335,0,REWARD,491.0,542.5,0.5,0.0,0.5
335,1,PUNISH,571.0,555.0,0.4375,0.0,0.5625
335,1,REWARD,482.0,500.0,0.5625,0.0,0.4375
336,0,PUNISH,329.0,341.0,0.4375,0.0,0.5625
336,0,REWARD,312.0,362.5,0.46666666666699996,0.0,0.533333333333
336,1,PUNISH,391.0,346.5,0.625,0.0,0.375
336,1,REWARD,402.5,440.0,0.125,0.0,0.875
337,0,PUNISH,563.0,490.0,0.4375,0.0,0.5625
337,0,REWARD,553.5,600.5,0.75,0.0,0.25
